"origin","destiny","sex","age","accepted_total","rejected_total","total","predict2015"
"Afghanistan","Hungary","Females","18 to 34",55,65,120,0.4034
"Algeria","Hungary","Females","18 to 34",0,5,5,0.0314
"Côte d'Ivoire","Hungary","Females","18 to 34",0,5,5,0.1678
"China (including Hong Kong)","Hungary","Females","18 to 34",0,10,10,0.1683
"Comoros","Hungary","Females","18 to 34",0,5,5,0.106
"Cuba","Hungary","Females","18 to 34",0,5,5,0.5114
"Eritrea","Hungary","Females","18 to 34",10,0,10,0.7136
"Ghana","Hungary","Females","18 to 34",0,5,5,0.1059
"Guinea","Hungary","Females","18 to 34",0,5,5,0.2165
"Iran","Hungary","Females","18 to 34",5,5,10,0.428
"Iraq","Hungary","Females","18 to 34",5,0,5,0.5181
"Kosovo","Hungary","Females","18 to 34",5,635,640,0.036
"Morocco","Hungary","Females","18 to 34",0,5,5,0.0435
"Nigeria","Hungary","Females","18 to 34",0,25,25,0.0709
"Palestine","Hungary","Females","18 to 34",5,0,5,0.5615
"Serbia","Hungary","Females","18 to 34",5,60,65,0.016
"Somalia","Hungary","Females","18 to 34",45,5,50,0.5927
"Syria","Hungary","Females","18 to 34",5,20,25,0.8265
"Ukraine","Hungary","Females","18 to 34",0,5,5,0.0521
"Unknown","Hungary","Females","18 to 34",0,5,5,0.2367
"Vietnam","Hungary","Females","18 to 34",0,10,10,0.0432
"Afghanistan","Ireland","Females","18 to 34",0,10,10,0.2452
"Albania","Ireland","Females","18 to 34",0,50,50,0.0276
"Algeria","Ireland","Females","18 to 34",0,10,10,0.0153
"Angola","Ireland","Females","18 to 34",0,10,10,0.0542
"Armenia","Ireland","Females","18 to 34",0,5,5,0.0242
"Bangladesh","Ireland","Females","18 to 34",0,5,5,0.0293
"Benin","Ireland","Females","18 to 34",0,5,5,0.0351
"Bhutan","Ireland","Females","18 to 34",0,5,5,0.2931
"Bolivia","Ireland","Females","18 to 34",0,5,5,0.0234
"Botswana","Ireland","Females","18 to 34",0,5,5,0
"Brazil","Ireland","Females","18 to 34",0,5,5,0.0136
"Burundi","Ireland","Females","18 to 34",0,5,5,0.1408
"Côte d'Ivoire","Ireland","Females","18 to 34",0,5,5,0.0883
"Cameroon","Ireland","Females","18 to 34",0,70,70,0.0827
"China (including Hong Kong)","Ireland","Females","18 to 34",0,40,40,0.0886
"Congo","Ireland","Females","18 to 34",0,10,10,0.0797
"Dem. Rep. Congo","Ireland","Females","18 to 34",10,130,140,0.0766
"Eritrea","Ireland","Females","18 to 34",5,30,35,0.5448
"Ethiopia","Ireland","Females","18 to 34",0,15,15,0.1509
"Georgia","Ireland","Females","18 to 34",0,50,50,0.0104
"Ghana","Ireland","Females","18 to 34",0,45,45,0.0538
"Guinea","Ireland","Females","18 to 34",0,10,10,0.1172
"Iran","Ireland","Females","18 to 34",0,15,15,0.2644
"Iraq","Ireland","Females","18 to 34",20,30,50,0.3405
"Kenya","Ireland","Females","18 to 34",0,25,25,0.0406
"Kosovo","Ireland","Females","18 to 34",0,10,10,0.0176
"Liberia","Ireland","Females","18 to 34",0,10,10,0.0509
"Malawi","Ireland","Females","18 to 34",5,50,55,0.0561
"Mauritius","Ireland","Females","18 to 34",0,20,20,0.0144
"Moldova","Ireland","Females","18 to 34",0,60,60,0.0093
"Mongolia","Ireland","Females","18 to 34",0,5,5,0.0104
"Morocco","Ireland","Females","18 to 34",0,5,5,0.0214
"Nigeria","Ireland","Females","18 to 34",0,525,525,0.0353
"Pakistan","Ireland","Females","18 to 34",10,90,100,0.0578
"Palestine","Ireland","Females","18 to 34",5,0,5,0.3809
"Russia","Ireland","Females","18 to 34",0,5,5,0.0643
"Rwanda","Ireland","Females","18 to 34",0,5,5,0.1819
"Serbia","Ireland","Females","18 to 34",0,5,5,0.0078
"Sierra Leone","Ireland","Females","18 to 34",0,15,15,0.1024
"Somalia","Ireland","Females","18 to 34",25,75,100,0.4114
"South Africa","Ireland","Females","18 to 34",0,75,75,0.0349
"Sri Lanka","Ireland","Females","18 to 34",0,5,5,0.1319
"Sudan","Ireland","Females","18 to 34",10,25,35,0.2421
"Syria","Ireland","Females","18 to 34",5,0,5,0.6958
"Togo","Ireland","Females","18 to 34",0,10,10,0.0668
"Uganda","Ireland","Females","18 to 34",5,35,40,0.1964
"Ukraine","Ireland","Females","18 to 34",0,15,15,0.0257
"Venezuela","Ireland","Females","18 to 34",0,5,5,0.0322
"Yemen","Ireland","Females","18 to 34",0,5,5,0.1802
"Zimbabwe","Ireland","Females","18 to 34",10,135,145,0.1785
"Afghanistan","Italy","Females","18 to 34",85,30,115,0.9045
"Albania","Italy","Females","18 to 34",50,20,70,0.453
"Algeria","Italy","Females","18 to 34",20,5,25,0.3124
"Angola","Italy","Females","18 to 34",0,5,5,0.6257
"Armenia","Italy","Females","18 to 34",30,15,45,0.4194
"Azerbaijan","Italy","Females","18 to 34",5,0,5,0.6564
"Bangladesh","Italy","Females","18 to 34",25,20,45,0.4684
"Belarus","Italy","Females","18 to 34",10,0,10,0.6372
"Benin","Italy","Females","18 to 34",5,5,10,0.5149
"Bosnia and Herzegovina","Italy","Females","18 to 34",90,140,230,0.2178
"Brazil","Italy","Females","18 to 34",0,15,15,0.2873
"Burkina Faso","Italy","Females","18 to 34",15,30,45,0.6216
"Côte d'Ivoire","Italy","Females","18 to 34",285,180,465,0.7386
"Cameroon","Italy","Females","18 to 34",115,55,170,0.7245
"Chad","Italy","Females","18 to 34",30,0,30,0.7683
"China (including Hong Kong)","Italy","Females","18 to 34",30,20,50,0.7394
"Colombia","Italy","Females","18 to 34",5,20,25,0.6013
"Congo","Italy","Females","18 to 34",55,20,75,0.7166
"Croatia","Italy","Females","18 to 34",0,5,5,0.1849
"Cuba","Italy","Females","18 to 34",35,40,75,0.9362
"Dem. Rep. Congo","Italy","Females","18 to 34",95,25,120,0.7076
"Ecuador","Italy","Females","18 to 34",5,0,5,0.4496
"Egypt","Italy","Females","18 to 34",135,15,150,0.7242
"El Salvador","Italy","Females","18 to 34",15,10,25,0.562
"Eritrea","Italy","Females","18 to 34",1280,190,1470,0.9722
"Ethiopia","Italy","Females","18 to 34",305,100,405,0.8384
"Gambia, The","Italy","Females","18 to 34",10,10,20,0.6221
"Georgia","Italy","Females","18 to 34",35,60,95,0.2354
"Ghana","Italy","Females","18 to 34",125,185,310,0.6241
"Guinea","Italy","Females","18 to 34",65,25,90,0.7948
"Haiti","Italy","Females","18 to 34",20,0,20,0.5445
"Honduras","Italy","Females","18 to 34",5,0,5,0.5411
"India","Italy","Females","18 to 34",5,0,5,0.1719
"Iran","Italy","Females","18 to 34",135,25,160,0.9129
"Iraq","Italy","Females","18 to 34",120,25,145,0.9377
"Jordan","Italy","Females","18 to 34",0,5,5,0.6468
"Kenya","Italy","Females","18 to 34",45,50,95,0.5528
"Kosovo","Italy","Females","18 to 34",50,60,110,0.3438
"Lebanon","Italy","Females","18 to 34",30,0,30,0.4656
"Liberia","Italy","Females","18 to 34",30,80,110,0.6102
"Libya","Italy","Females","18 to 34",30,5,35,0.7865
"Macedonia","Italy","Females","18 to 34",15,20,35,0.0419
"Mali","Italy","Females","18 to 34",25,10,35,0.8028
"Mauritania","Italy","Females","18 to 34",30,0,30,0.6787
"Moldova","Italy","Females","18 to 34",10,15,25,0.2152
"Montenegro","Italy","Females","18 to 34",10,45,55,0.0934
"Morocco","Italy","Females","18 to 34",70,55,125,0.389
"Nicaragua","Italy","Females","18 to 34",0,5,5,0
"Niger","Italy","Females","18 to 34",15,20,35,0.7098
"Nigeria","Italy","Females","18 to 34",2410,5515,7925,0.5166
"Pakistan","Italy","Females","18 to 34",85,55,140,0.6416
"Palestine","Italy","Females","18 to 34",45,10,55,0.9472
"Russia","Italy","Females","18 to 34",25,15,40,0.6673
"Senegal","Italy","Females","18 to 34",60,55,115,0.6513
"Serbia","Italy","Females","18 to 34",95,140,235,0.1856
"Sierra Leone","Italy","Females","18 to 34",30,70,100,0.7689
"Somalia","Italy","Females","18 to 34",1830,65,1895,0.9533
"Sri Lanka","Italy","Females","18 to 34",35,25,60,0.8159
"Sudan","Italy","Females","18 to 34",30,55,85,0.9031
"Syria","Italy","Females","18 to 34",100,100,200,0.9852
"Togo","Italy","Females","18 to 34",50,45,95,0.6763
"Tunisia","Italy","Females","18 to 34",70,95,165,0.2246
"Turkey","Italy","Females","18 to 34",110,85,195,0.6444
"Uganda","Italy","Females","18 to 34",10,20,30,0.877
"Ukraine","Italy","Females","18 to 34",65,40,105,0.4352
"Unknown","Italy","Females","18 to 34",190,260,450,0.813
"Zimbabwe","Italy","Females","18 to 34",0,35,35,0.8638
"Afghanistan","Latvia","Females","18 to 34",5,0,5,0.456
"Georgia","Latvia","Females","18 to 34",0,15,15,0.0265
"Afghanistan","Lithuania","Females","18 to 34",10,0,10,0.7572
"Georgia","Lithuania","Females","18 to 34",0,25,25,0.092
"Kyrgyzstan","Lithuania","Females","18 to 34",0,5,5,0.2545
"Russia","Lithuania","Females","18 to 34",5,20,25,0.3975
"Ukraine","Lithuania","Females","18 to 34",5,0,5,0.2023
"Vietnam","Lithuania","Females","18 to 34",0,10,10,0.1723
"Albania","Luxembourg","Females","18 to 34",0,60,60,0.0697
"Belarus","Luxembourg","Females","18 to 34",0,5,5,0.1371
"Bosnia and Herzegovina","Luxembourg","Females","18 to 34",0,115,115,0.0246
"Eritrea","Luxembourg","Females","18 to 34",5,0,5,0.7596
"Iran","Luxembourg","Females","18 to 34",15,5,20,0.4869
"Iraq","Luxembourg","Females","18 to 34",10,10,20,0.5768
"Kosovo","Luxembourg","Females","18 to 34",0,145,145,0.0453
"Macedonia","Luxembourg","Females","18 to 34",0,75,75,0.0039
"Montenegro","Luxembourg","Females","18 to 34",5,100,105,0.0092
"Nigeria","Luxembourg","Females","18 to 34",5,10,15,0.0882
"Russia","Luxembourg","Females","18 to 34",0,10,10,0.1536
"Serbia","Luxembourg","Females","18 to 34",0,235,235,0.0202
"Somalia","Luxembourg","Females","18 to 34",5,0,5,0.6486
"Syria","Luxembourg","Females","18 to 34",5,0,5,0.8579
"Turkey","Luxembourg","Females","18 to 34",0,5,5,0.1409
"Côte d'Ivoire","Malta","Females","18 to 34",0,5,5,0.6088
"Cameroon","Malta","Females","18 to 34",0,5,5,0.5916
"Eritrea","Malta","Females","18 to 34",205,65,270,0.9506
"Ethiopia","Malta","Females","18 to 34",25,55,80,0.7407
"Libya","Malta","Females","18 to 34",20,0,20,0.6699
"Nigeria","Malta","Females","18 to 34",5,215,220,0.3705
"Pakistan","Malta","Females","18 to 34",5,0,5,0.4965
"Sierra Leone","Malta","Females","18 to 34",0,5,5,0.647
"Somalia","Malta","Females","18 to 34",850,90,940,0.9183
"Sudan","Malta","Females","18 to 34",0,5,5,0.8369
"Syria","Malta","Females","18 to 34",80,0,80,0.9735
"Afghanistan","Netherlands","Females","18 to 34",565,620,1185,0.6026
"Albania","Netherlands","Females","18 to 34",0,20,20,0.117
"Algeria","Netherlands","Females","18 to 34",0,10,10,0.0677
"Angola","Netherlands","Females","18 to 34",10,45,55,0.211
"Armenia","Netherlands","Females","18 to 34",60,445,505,0.1036
"Azerbaijan","Netherlands","Females","18 to 34",40,95,135,0.2341
"Bangladesh","Netherlands","Females","18 to 34",0,5,5,0.1236
"Belarus","Netherlands","Females","18 to 34",5,55,60,0.2193
"Bhutan","Netherlands","Females","18 to 34",50,0,50,0.6593
"Bosnia and Herzegovina","Netherlands","Females","18 to 34",0,50,50,0.0426
"Burkina Faso","Netherlands","Females","18 to 34",0,15,15,0.2081
"Burundi","Netherlands","Females","18 to 34",45,70,115,0.4334
"Côte d'Ivoire","Netherlands","Females","18 to 34",75,50,125,0.3113
"Cambodia","Netherlands","Females","18 to 34",5,0,5,0.2829
"Cameroon","Netherlands","Females","18 to 34",10,45,55,0.2961
"Chad","Netherlands","Females","18 to 34",0,5,5,0.3466
"China (including Hong Kong)","Netherlands","Females","18 to 34",215,255,470,0.3121
"Colombia","Netherlands","Females","18 to 34",5,20,25,0.1944
"Congo","Netherlands","Females","18 to 34",110,125,235,0.288
"Cuba","Netherlands","Females","18 to 34",0,5,5,0.7012
"Dem. Rep. Congo","Netherlands","Females","18 to 34",55,40,95,0.2791
"Egypt","Netherlands","Females","18 to 34",20,45,65,0.2958
"Eritrea","Netherlands","Females","18 to 34",1115,390,1505,0.8482
"Ethiopia","Netherlands","Females","18 to 34",105,100,205,0.4535
"Gambia, The","Netherlands","Females","18 to 34",5,10,15,0.2084
"Georgia","Netherlands","Females","18 to 34",0,195,195,0.047
"Ghana","Netherlands","Females","18 to 34",0,15,15,0.2098
"Guinea","Netherlands","Females","18 to 34",315,235,550,0.3826
"Indonesia","Netherlands","Females","18 to 34",0,5,5,0
"Iran","Netherlands","Females","18 to 34",535,525,1060,0.6265
"Iraq","Netherlands","Females","18 to 34",1240,675,1915,0.7067
"Jamaica","Netherlands","Females","18 to 34",5,0,5,0.3538
"Jordan","Netherlands","Females","18 to 34",0,5,5,0.2266
"Kazakhstan","Netherlands","Females","18 to 34",0,20,20,0.1276
"Kenya","Netherlands","Females","18 to 34",0,10,10,0.1651
"Kosovo","Netherlands","Females","18 to 34",0,25,25,0.0773
"Kyrgyzstan","Netherlands","Females","18 to 34",0,5,5,0.1424
"Lebanon","Netherlands","Females","18 to 34",0,10,10,0.1224
"Liberia","Netherlands","Females","18 to 34",15,40,55,0.2003
"Libya","Netherlands","Females","18 to 34",20,40,60,0.3708
"Macedonia","Netherlands","Females","18 to 34",0,120,120,0.0069
"Malaysia","Netherlands","Females","18 to 34",0,5,5,0.2818
"Mali","Netherlands","Females","18 to 34",5,10,15,0.3944
"Mongolia","Netherlands","Females","18 to 34",5,300,305,0.0469
"Morocco","Netherlands","Females","18 to 34",0,25,25,0.0924
"Myanmar/Burma","Netherlands","Females","18 to 34",100,0,100,0.7049
"Nepal","Netherlands","Females","18 to 34",65,45,110,0.1688
"Nigeria","Netherlands","Females","18 to 34",40,180,220,0.146
"North Korea","Netherlands","Females","18 to 34",5,10,15,0.4933
"Pakistan","Netherlands","Females","18 to 34",30,55,85,0.2226
"Palestine","Netherlands","Females","18 to 34",20,10,30,0.7417
"Peru","Netherlands","Females","18 to 34",5,0,5,0.169
"Russia","Netherlands","Females","18 to 34",30,275,305,0.2429
"Rwanda","Netherlands","Females","18 to 34",15,30,45,0.5092
"Senegal","Netherlands","Females","18 to 34",0,10,10,0.23
"Serbia","Netherlands","Females","18 to 34",0,130,130,0.0352
"Sierra Leone","Netherlands","Females","18 to 34",145,165,310,0.3474
"Somalia","Netherlands","Females","18 to 34",2520,1325,3845,0.7654
"Sri Lanka","Netherlands","Females","18 to 34",85,60,145,0.4148
"Stateless","Netherlands","Females","18 to 34",190,65,255,0.7786
"Sudan","Netherlands","Females","18 to 34",85,75,160,0.5985
"Syria","Netherlands","Females","18 to 34",745,135,880,0.9144
"Tajikistan","Netherlands","Females","18 to 34",0,5,5,0.1604
"Tanzania","Netherlands","Females","18 to 34",0,5,5,0.1339
"Togo","Netherlands","Females","18 to 34",0,15,15,0.2505
"Tunisia","Netherlands","Females","18 to 34",0,5,5,0.0443
"Turkey","Netherlands","Females","18 to 34",10,40,50,0.2248
"Uganda","Netherlands","Females","18 to 34",115,140,255,0.5328
"Ukraine","Netherlands","Females","18 to 34",0,60,60,0.1098
"Unknown","Netherlands","Females","18 to 34",80,105,185,0.4102
"Uzbekistan","Netherlands","Females","18 to 34",10,15,25,0.2252
"Yemen","Netherlands","Females","18 to 34",10,10,20,0.5064
"Zimbabwe","Netherlands","Females","18 to 34",0,5,5,0.5035
"Afghanistan","Poland","Females","18 to 34",10,0,10,0.7703
"Armenia","Poland","Females","18 to 34",10,70,80,0.2036
"Belarus","Poland","Females","18 to 34",20,15,35,0.3833
"Cameroon","Poland","Females","18 to 34",0,5,5,0.482
"China (including Hong Kong)","Poland","Females","18 to 34",5,0,5,0.5009
"Congo","Poland","Females","18 to 34",0,5,5,0.4722
"Georgia","Poland","Females","18 to 34",10,610,620,0.0983
"Ghana","Poland","Females","18 to 34",0,5,5,0.37
"Kazakhstan","Poland","Females","18 to 34",10,20,30,0.2444
"Kyrgyzstan","Poland","Females","18 to 34",0,5,5,0.2686
"Mongolia","Poland","Females","18 to 34",0,5,5,0.0982
"Russia","Poland","Females","18 to 34",915,1670,2585,0.4151
"Syria","Poland","Females","18 to 34",20,0,20,0.9594
"Ukraine","Poland","Females","18 to 34",5,115,120,0.2143
"Uzbekistan","Poland","Females","18 to 34",0,5,5,0.3912
"Vietnam","Poland","Females","18 to 34",10,55,65,0.183
"Bosnia and Herzegovina","Portugal","Females","18 to 34",0,5,5,0.1239
"Côte d'Ivoire","Portugal","Females","18 to 34",0,10,10,0.5892
"Colombia","Portugal","Females","18 to 34",20,0,20,0.4337
"Guinea","Portugal","Females","18 to 34",15,5,20,0.6629
"Iran","Portugal","Females","18 to 34",5,0,5,0.8419
"Mali","Portugal","Females","18 to 34",0,5,5,0.674
"Morocco","Portugal","Females","18 to 34",0,5,5,0.2443
"Nigeria","Portugal","Females","18 to 34",5,25,30,0.3517
"Syria","Portugal","Females","18 to 34",5,0,5,0.9713
"Ukraine","Portugal","Females","18 to 34",5,0,5,0.2813
"Afghanistan","Romania","Females","18 to 34",5,15,20,0.4443
"Angola","Romania","Females","18 to 34",0,5,5,0.1236
"Cameroon","Romania","Females","18 to 34",0,5,5,0.1816
"China (including Hong Kong)","Romania","Females","18 to 34",0,10,10,0.1931
"Egypt","Romania","Females","18 to 34",5,0,5,0.1814
"Eritrea","Romania","Females","18 to 34",5,0,5,0.7466
"Iran","Romania","Females","18 to 34",0,5,5,0.4695
"Iraq","Romania","Females","18 to 34",40,20,60,0.5597
"Moldova","Romania","Females","18 to 34",0,20,20,0.0226
"Nepal","Romania","Females","18 to 34",0,5,5,0.0967
"Nigeria","Romania","Females","18 to 34",0,5,5,0.0827
"Palestine","Romania","Females","18 to 34",5,0,5,0.6023
"Philippines","Romania","Females","18 to 34",0,5,5,0
"Syria","Romania","Females","18 to 34",160,25,185,0.8492
"Turkey","Romania","Females","18 to 34",0,10,10,0.1326
"Ukraine","Romania","Females","18 to 34",5,5,10,0.0611
"Afghanistan","Slovakia","Females","18 to 34",15,5,20,0.7116
"Congo","Slovakia","Females","18 to 34",0,5,5,0.397
"Dem. Rep. Congo","Slovakia","Females","18 to 34",0,5,5,0.3865
"Ethiopia","Slovakia","Females","18 to 34",5,0,5,0.5746
"Russia","Slovakia","Females","18 to 34",0,5,5,0.3431
"Somalia","Slovakia","Females","18 to 34",40,15,55,0.8416
"Ukraine","Slovakia","Females","18 to 34",5,5,10,0.1672
"Vietnam","Slovakia","Females","18 to 34",0,15,15,0.1415
"Bosnia and Herzegovina","Slovenia","Females","18 to 34",0,10,10,0.008
"Kazakhstan","Slovenia","Females","18 to 34",0,5,5,0.0259
"Serbia","Slovenia","Females","18 to 34",0,15,15,0.0066
"Somalia","Slovenia","Females","18 to 34",0,5,5,0.3723
"Afghanistan","Spain","Females","18 to 34",10,0,10,0.4789
"Albania","Spain","Females","18 to 34",0,5,5,0.0743
"Algeria","Spain","Females","18 to 34",0,90,90,0.0422
"Angola","Spain","Females","18 to 34",0,5,5,0.1395
"Armenia","Spain","Females","18 to 34",0,25,25,0.0655
"Belarus","Spain","Females","18 to 34",0,10,10,0.1455
"Benin","Spain","Females","18 to 34",0,15,15,0.0933
"Bosnia and Herzegovina","Spain","Females","18 to 34",0,5,5,0.0263
"Brazil","Spain","Females","18 to 34",0,10,10,0.0376
"Côte d'Ivoire","Spain","Females","18 to 34",5,55,60,0.2151
"Cameroon","Spain","Females","18 to 34",0,95,95,0.2032
"China (including Hong Kong)","Spain","Females","18 to 34",0,5,5,0.2158
"Colombia","Spain","Females","18 to 34",30,620,650,0.1276
"Congo","Spain","Females","18 to 34",0,20,20,0.1969
"Cuba","Spain","Females","18 to 34",125,50,175,0.5872
"Dem. Rep. Congo","Spain","Females","18 to 34",5,105,110,0.1901
"Dominican Republic","Spain","Females","18 to 34",0,5,5,0.0059
"Ecuador","Spain","Females","18 to 34",0,5,5,0.0734
"El Salvador","Spain","Females","18 to 34",0,25,25,0.1107
"Equatorial Guinea","Spain","Females","18 to 34",0,15,15,0.3311
"Eritrea","Spain","Females","18 to 34",5,40,45,0.7721
"Ethiopia","Spain","Females","18 to 34",15,25,40,0.3347
"Gambia, The","Spain","Females","18 to 34",0,10,10,0.1377
"Georgia","Spain","Females","18 to 34",0,15,15,0.029
"Ghana","Spain","Females","18 to 34",0,15,15,0.1387
"Guatemala","Spain","Females","18 to 34",0,10,10,0.0732
"Guinea","Spain","Females","18 to 34",0,45,45,0.2731
"Haiti","Spain","Females","18 to 34",5,0,5,0.1039
"Honduras","Spain","Females","18 to 34",0,30,30,0.1026
"Iran","Spain","Females","18 to 34",10,15,25,0.5042
"Iraq","Spain","Females","18 to 34",10,10,20,0.5937
"Kenya","Spain","Females","18 to 34",0,10,10,0.107
"Liberia","Spain","Females","18 to 34",0,15,15,0.1318
"Libya","Spain","Females","18 to 34",0,5,5,0.2632
